player_id,age,gender,region,hours_per_week,preferred_mode,primary_game_genre,plays_with_friends,voice_chat_usage,motivation,favorite_game,spending_per_month_inr,satisfaction_score,likelihood_to_continue
251,18,Male,Asia,7.1,Both,RPG,Yes,Always,Social Fun,FIFA,1322.0,7.0,Medium
252,20,Male,North America,10.6,Online Multiplayer,FPS,Yes,Always,Social Fun,The Witcher 3,460.0,8.4,High
253,22,Male,Asia,17.8,Online Multiplayer,FPS,Yes,Never,Relaxation,Valorant,590.0,9.5,High
254,34,Male,North America,9.4,Story Mode,Sports,No,Never,Competition,FIFA,1330.0,5.9,Low
255,17,Female,South America,14.0,Online Multiplayer,RPG,Yes,Always,Competition,GTA V,566.0,9.1,High
256,30,Female,Europe,6.4,Both,RPG,Yes,Always,Relaxation,Valorant,796.0,9.7,High
257,17,Male,Asia,8.6,Story Mode,RPG,Yes,Always,Story,FIFA,383.0,8.5,High
258,32,Female,North America,14.6,Online Multiplayer,RPG,Yes,Sometimes,Competition,FIFA,1810.0,7.3,Medium
259,28,Male,Asia,10.1,Story Mode,FPS,No,Never,Relaxation,The Witcher 3,1160.0,7.4,Medium
260,32,Female,Asia,7.8,Online Multiplayer,RPG,No,Never,Relaxation,Valorant,772.0,6.6,Medium
261,16,Female,Europe,2.5,Story Mode,Adventure,No,Never,Social Fun,GTA V,679.0,2.8,Low
262,17,Male,South America,13.5,Online Multiplayer,FPS,Yes,Always,Social Fun,GTA V,286.0,8.7,High
263,30,Male,Asia,10.9,Both,FPS,Yes,Always,Relaxation,Valorant,845.0,4.1,Low
264,23,Female,North America,7.7,Online Multiplayer,FPS,Yes,Never,Social Fun,Valorant,1233.0,8.3,High
265,18,Male,North America,9.7,Story Mode,RPG,No,Never,Story,Minecraft,495.0,8.7,High
266,15,Male,South America,7.4,Story Mode,MOBA,No,Sometimes,Social Fun,CS:GO,953.0,6.3,Medium
267,18,Female,North America,10.9,Online Multiplayer,FPS,Yes,Never,Social Fun,The Witcher 3,716.0,8.4,High
268,15,Male,South America,7.0,Online Multiplayer,FPS,Yes,Always,Story,Valorant,1590.0,8.2,High
269,28,Female,North America,3.1,Story Mode,FPS,No,Never,Competition,Valorant,582.0,5.7,Low
270,35,Male,Europe,4.8,Both,Adventure,Yes,Always,Social Fun,CS:GO,1289.0,9.4,High
271,30,Female,Asia,5.8,Online Multiplayer,Adventure,Yes,Always,Relaxation,CS:GO,1597.0,9.1,High
272,34,Male,Europe,14.2,Both,RPG,Yes,Sometimes,Relaxation,FIFA,711.0,8.8,High
273,22,Female,Asia,6.9,Both,MOBA,Yes,Always,Competition,GTA V,606.0,6.8,Medium
274,21,Female,Asia,7.8,Both,Adventure,Yes,Always,Social Fun,The Witcher 3,1361.0,8.0,High
275,17,Male,Asia,17.3,Online Multiplayer,MOBA,Yes,Always,Relaxation,FIFA,9.0,9.4,High
276,31,Male,Europe,8.1,Story Mode,MOBA,No,Never,Story,Valorant,1115.0,6.9,Medium
277,15,Other,Asia,14.5,Online Multiplayer,FPS,Yes,Sometimes,Social Fun,CS:GO,112.0,9.9,High
278,30,Male,Europe,9.1,Both,FPS,Yes,Sometimes,Story,Minecraft,1511.0,8.8,High
279,26,Male,South America,11.4,Online Multiplayer,FPS,Yes,Always,Story,GTA V,774.0,10.0,High
280,33,Male,North America,8.4,Online Multiplayer,FPS,No,Sometimes,Competition,FIFA,855.0,6.8,Medium
281,28,Male,North America,3.6,Story Mode,Sports,Yes,Always,Relaxation,Minecraft,538.0,7.8,Medium
282,20,Female,Asia,11.7,Online Multiplayer,RPG,Yes,Always,Social Fun,GTA V,109.0,7.9,Medium
283,20,Male,Europe,11.2,Both,FPS,Yes,Sometimes,Social Fun,Minecraft,1533.0,8.7,High
284,27,Male,North America,4.5,Both,MOBA,Yes,Always,Relaxation,CS:GO,814.0,7.1,Medium
285,33,Male,Europe,8.0,Story Mode,RPG,Yes,Always,Story,FIFA,2504.0,6.1,Medium
286,22,Male,Europe,15.9,Online Multiplayer,FPS,Yes,Always,Relaxation,FIFA,495.0,8.5,High
287,16,Male,Asia,3.9,Story Mode,RPG,No,Sometimes,Competition,GTA V,577.0,7.2,Medium
288,35,Male,North America,16.1,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,Minecraft,451.0,7.4,Medium
289,15,Female,Asia,15.9,Online Multiplayer,MOBA,Yes,Always,Social Fun,CS:GO,812.0,7.2,Medium
290,29,Male,Asia,8.0,Both,FPS,Yes,Sometimes,Competition,Valorant,1688.0,8.1,High
291,15,Male,North America,9.2,Online Multiplayer,FPS,Yes,Always,Social Fun,FIFA,1405.0,6.7,Medium
292,19,Female,North America,11.7,Online Multiplayer,RPG,Yes,Always,Competition,Valorant,148.0,7.8,Medium
293,30,Male,South America,8.8,Both,FPS,No,Never,Social Fun,CS:GO,1502.0,6.9,Medium
294,33,Female,South America,11.0,Online Multiplayer,Adventure,Yes,Sometimes,Relaxation,FIFA,1241.0,7.3,Medium
295,18,Male,Europe,15.2,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,FIFA,1141.0,8.4,High
296,17,Male,North America,9.3,Both,RPG,Yes,Never,Competition,Minecraft,558.0,8.8,High
297,31,Male,South America,4.6,Online Multiplayer,Sports,Yes,Sometimes,Competition,Valorant,595.0,7.6,Medium
298,31,Male,Europe,2.0,Both,Adventure,Yes,Always,Social Fun,Minecraft,969.0,9.2,High
299,26,Female,Europe,2.5,Both,FPS,Yes,Sometimes,Social Fun,The Witcher 3,623.0,6.8,Medium
300,28,Male,Europe,8.0,Both,RPG,Yes,Never,Social Fun,Valorant,1556.0,6.2,Medium
301,35,Male,South America,5.3,Story Mode,MOBA,No,Never,Story,Valorant,602.0,9.1,High
302,20,Male,North America,8.1,Online Multiplayer,Adventure,Yes,Always,Social Fun,The Witcher 3,0.0,6.7,Medium
303,17,Male,Asia,15.4,Online Multiplayer,FPS,No,Never,Relaxation,CS:GO,249.0,4.0,Low
304,23,Female,Europe,12.6,Both,Sports,Yes,Sometimes,Story,CS:GO,281.0,10.0,High
305,19,Male,South America,3.3,Both,RPG,Yes,Sometimes,Relaxation,FIFA,768.0,6.1,Medium
306,31,Male,South America,8.0,Story Mode,FPS,No,Never,Social Fun,GTA V,1008.0,4.1,Low
307,28,Male,Asia,7.8,Online Multiplayer,FPS,Yes,Sometimes,Story,Minecraft,927.0,8.0,High
308,35,Male,Asia,16.1,Online Multiplayer,FPS,Yes,Never,Social Fun,GTA V,1130.0,8.3,High
309,17,Female,South America,14.4,Online Multiplayer,MOBA,Yes,Always,Competition,FIFA,774.0,6.9,Medium
310,15,Male,North America,4.0,Story Mode,FPS,No,Never,Story,GTA V,792.0,9.3,High
311,34,Female,Asia,9.1,Online Multiplayer,FPS,No,Never,Competition,Valorant,1776.0,7.1,Medium
312,35,Male,South America,7.2,Both,MOBA,No,Sometimes,Competition,Valorant,1503.0,6.8,Medium
313,15,Male,Asia,5.2,Story Mode,FPS,No,Sometimes,Social Fun,The Witcher 3,1104.0,4.7,Low
314,17,Female,North America,9.2,Online Multiplayer,FPS,Yes,Always,Social Fun,The Witcher 3,1358.0,7.8,Medium
315,32,Male,Europe,3.9,Story Mode,FPS,No,Never,Competition,FIFA,0.0,4.0,Low
316,24,Male,Asia,8.6,Online Multiplayer,FPS,Yes,Always,Social Fun,FIFA,489.0,8.5,High
317,17,Female,North America,9.9,Story Mode,FPS,No,Never,Story,FIFA,684.0,7.8,Medium
318,22,Male,South America,8.0,Story Mode,Adventure,Yes,Always,Story,Valorant,495.0,9.2,High
319,28,Female,Asia,15.5,Both,FPS,Yes,Always,Story,GTA V,127.0,9.2,High
320,32,Male,Asia,6.1,Both,FPS,Yes,Always,Competition,Minecraft,1110.0,8.0,High
321,29,Female,South America,10.4,Online Multiplayer,MOBA,Yes,Sometimes,Relaxation,FIFA,1593.0,7.4,Medium
322,16,Female,Europe,16.0,Online Multiplayer,Adventure,Yes,Always,Story,FIFA,894.0,9.0,High
323,24,Male,South America,9.4,Story Mode,RPG,No,Never,Story,Valorant,1224.0,4.9,Low
324,16,Female,Asia,13.0,Online Multiplayer,RPG,Yes,Sometimes,Competition,Minecraft,879.0,8.1,High
325,31,Male,South America,9.2,Online Multiplayer,FPS,Yes,Always,Social Fun,Valorant,679.0,8.6,High
326,22,Female,North America,11.5,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,Minecraft,1360.0,9.2,High
327,15,Male,South America,5.3,Story Mode,RPG,Yes,Always,Competition,Valorant,186.0,8.3,High
328,23,Male,Asia,11.6,Online Multiplayer,RPG,No,Never,Competition,GTA V,0.0,5.2,Low
329,25,Male,South America,11.9,Story Mode,Sports,Yes,Always,Relaxation,FIFA,179.0,10.0,High
330,30,Male,Europe,8.8,Both,FPS,Yes,Always,Social Fun,CS:GO,1327.0,9.8,High
331,21,Male,South America,8.3,Online Multiplayer,MOBA,Yes,Always,Social Fun,CS:GO,944.0,6.8,Medium
332,24,Female,Europe,10.0,Online Multiplayer,FPS,No,Sometimes,Social Fun,FIFA,1088.0,4.9,Low
333,17,Female,North America,9.3,Online Multiplayer,MOBA,Yes,Always,Social Fun,FIFA,1738.0,7.1,Medium
334,32,Female,Europe,4.7,Both,Adventure,No,Never,Social Fun,FIFA,318.0,4.8,Low
335,27,Male,South America,21.0,Online Multiplayer,MOBA,Yes,Always,Relaxation,FIFA,1502.0,10.0,High
336,21,Male,Asia,10.1,Online Multiplayer,FPS,Yes,Sometimes,Competition,Minecraft,702.0,7.4,Medium
337,18,Male,Europe,11.3,Online Multiplayer,RPG,Yes,Always,Relaxation,GTA V,626.0,8.2,High
338,27,Male,North America,8.8,Both,RPG,No,Never,Social Fun,CS:GO,941.0,8.7,High
339,34,Male,Europe,9.2,Online Multiplayer,Adventure,Yes,Always,Social Fun,The Witcher 3,1019.0,10.0,High
340,15,Male,Europe,5.9,Both,RPG,Yes,Always,Competition,CS:GO,795.0,9.0,High
341,22,Female,Europe,6.2,Both,RPG,Yes,Always,Story,CS:GO,1205.0,7.0,Medium
342,28,Male,North America,5.0,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,Valorant,943.0,5.5,Low
343,30,Male,South America,4.6,Both,FPS,Yes,Always,Relaxation,FIFA,800.0,9.2,High
344,28,Male,Europe,10.6,Online Multiplayer,RPG,No,Never,Social Fun,FIFA,692.0,5.9,Low
345,26,Male,Europe,6.3,Both,FPS,Yes,Sometimes,Story,FIFA,1019.0,9.0,High
346,33,Male,Asia,7.3,Story Mode,Sports,Yes,Sometimes,Relaxation,Valorant,222.0,8.4,High
347,29,Female,North America,6.5,Both,Adventure,Yes,Always,Social Fun,GTA V,363.0,5.8,Low
348,16,Male,Europe,12.8,Online Multiplayer,Sports,Yes,Always,Relaxation,GTA V,716.0,7.0,Medium
349,16,Male,North America,5.3,Online Multiplayer,FPS,Yes,Never,Social Fun,The Witcher 3,1172.0,7.6,Medium
350,33,Male,Europe,13.2,Online Multiplayer,MOBA,Yes,Sometimes,Story,GTA V,1971.0,7.2,Medium
351,31,Female,South America,5.8,Online Multiplayer,MOBA,Yes,Always,Competition,GTA V,820.0,8.1,High
352,34,Female,South America,14.3,Online Multiplayer,Adventure,Yes,Always,Competition,FIFA,13.0,8.5,High
353,24,Female,Europe,8.8,Online Multiplayer,Adventure,Yes,Always,Relaxation,Minecraft,505.0,10.0,High
354,20,Male,South America,8.2,Online Multiplayer,FPS,Yes,Always,Relaxation,CS:GO,1229.0,8.6,High
355,29,Male,Europe,13.1,Online Multiplayer,MOBA,Yes,Sometimes,Social Fun,GTA V,415.0,9.8,High
356,25,Male,South America,13.2,Both,RPG,No,Never,Relaxation,GTA V,247.0,7.8,Medium
357,19,Female,Asia,13.5,Online Multiplayer,FPS,No,Sometimes,Social Fun,Valorant,1227.0,3.1,Low
358,15,Female,Asia,12.8,Online Multiplayer,FPS,No,Never,Social Fun,The Witcher 3,1132.0,8.1,High
359,22,Male,Asia,12.9,Online Multiplayer,Sports,Yes,Always,Relaxation,Minecraft,164.0,6.9,Medium
360,35,Female,North America,13.5,Online Multiplayer,MOBA,Yes,Sometimes,Social Fun,Valorant,453.0,6.8,Medium
361,26,Female,North America,8.5,Both,Sports,Yes,Sometimes,Social Fun,FIFA,1522.0,4.8,Low
362,26,Male,Asia,10.4,Online Multiplayer,Adventure,Yes,Always,Relaxation,CS:GO,1326.0,9.0,High
363,19,Other,North America,4.4,Story Mode,FPS,Yes,Sometimes,Social Fun,The Witcher 3,301.0,6.5,Medium
364,21,Female,South America,8.5,Both,FPS,Yes,Always,Relaxation,Valorant,0.0,9.7,High
365,18,Male,Europe,6.6,Both,FPS,Yes,Always,Social Fun,GTA V,1034.0,7.8,Medium
366,20,Male,Europe,3.5,Story Mode,FPS,No,Sometimes,Social Fun,GTA V,752.0,6.0,Medium
367,27,Male,Europe,11.5,Both,RPG,No,Never,Social Fun,The Witcher 3,991.0,6.6,Medium
368,34,Male,Asia,4.6,Both,FPS,Yes,Always,Competition,GTA V,1217.0,8.2,High
369,29,Male,North America,7.1,Story Mode,RPG,No,Sometimes,Relaxation,Valorant,422.0,8.4,High
370,17,Male,South America,6.5,Story Mode,Sports,Yes,Sometimes,Social Fun,Valorant,684.0,8.7,High
371,22,Other,South America,3.8,Story Mode,RPG,No,Never,Social Fun,GTA V,450.0,3.9,Low
372,34,Male,Asia,7.6,Story Mode,MOBA,No,Never,Story,GTA V,468.0,7.7,Medium
373,30,Male,South America,8.2,Story Mode,Adventure,No,Never,Social Fun,FIFA,1182.0,9.4,High
374,27,Male,South America,12.5,Online Multiplayer,FPS,No,Never,Story,CS:GO,972.0,6.7,Medium
375,32,Male,South America,10.6,Online Multiplayer,RPG,No,Sometimes,Social Fun,The Witcher 3,119.0,6.8,Medium
376,24,Female,South America,7.6,Online Multiplayer,FPS,Yes,Always,Relaxation,Valorant,1263.0,6.4,Medium
377,33,Male,North America,8.0,Online Multiplayer,FPS,Yes,Sometimes,Social Fun,The Witcher 3,725.0,7.6,Medium
378,31,Male,South America,11.9,Online Multiplayer,Adventure,No,Sometimes,Story,FIFA,1286.0,7.3,Medium
379,33,Male,Europe,5.0,Online Multiplayer,FPS,Yes,Sometimes,Relaxation,Valorant,393.0,7.6,Medium
380,19,Female,Asia,5.4,Story Mode,FPS,Yes,Always,Competition,FIFA,437.0,8.4,High
381,35,Female,North America,12.4,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,FIFA,1026.0,8.2,High
382,23,Male,South America,9.7,Both,Sports,Yes,Sometimes,Relaxation,Minecraft,352.0,9.6,High
383,26,Male,North America,8.1,Online Multiplayer,MOBA,Yes,Always,Competition,GTA V,763.0,7.4,Medium
384,35,Male,South America,7.1,Online Multiplayer,Adventure,Yes,Always,Social Fun,Minecraft,295.0,6.3,Medium
385,15,Male,Europe,1.7,Story Mode,FPS,Yes,Sometimes,Social Fun,The Witcher 3,704.0,6.8,Medium
386,15,Male,Asia,1.0,Story Mode,MOBA,Yes,Always,Relaxation,The Witcher 3,884.0,8.2,High
387,29,Male,South America,20.5,Online Multiplayer,MOBA,Yes,Always,Social Fun,GTA V,908.0,6.1,Medium
388,16,Male,South America,4.0,Both,Adventure,Yes,Always,Competition,Minecraft,718.0,7.3,Medium
389,30,Male,South America,4.1,Both,Sports,Yes,Always,Competition,The Witcher 3,1067.0,8.1,High
390,22,Female,South America,14.2,Online Multiplayer,FPS,Yes,Never,Story,Minecraft,974.0,7.1,Medium
391,27,Male,Asia,16.1,Online Multiplayer,Sports,Yes,Always,Story,GTA V,855.0,8.4,High
392,35,Male,Asia,9.7,Both,Sports,Yes,Always,Story,Valorant,587.0,8.9,High
393,15,Male,Europe,5.2,Story Mode,FPS,No,Never,Social Fun,FIFA,1434.0,5.1,Low
394,30,Male,Asia,8.1,Story Mode,RPG,Yes,Sometimes,Story,FIFA,1093.0,6.1,Medium
395,21,Female,South America,5.5,Both,Sports,No,Never,Social Fun,Minecraft,382.0,7.7,Medium
396,19,Male,Europe,16.0,Online Multiplayer,FPS,Yes,Always,Competition,The Witcher 3,1224.0,8.2,High
397,17,Male,Europe,10.9,Online Multiplayer,RPG,Yes,Never,Competition,Minecraft,1338.0,7.5,Medium
398,26,Female,Europe,7.6,Online Multiplayer,Sports,No,Sometimes,Social Fun,Minecraft,859.0,3.4,Low
399,30,Male,South America,4.8,Both,RPG,No,Never,Story,CS:GO,892.0,6.1,Medium
400,33,Male,North America,6.5,Story Mode,FPS,No,Never,Social Fun,FIFA,0.0,7.3,Medium
401,19,Female,South America,11.4,Story Mode,RPG,No,Never,Relaxation,GTA V,478.0,5.4,Low
402,28,Male,Asia,10.3,Online Multiplayer,FPS,Yes,Always,Relaxation,Minecraft,1322.0,8.0,High
403,19,Male,Asia,17.8,Online Multiplayer,RPG,Yes,Always,Relaxation,CS:GO,509.0,10.0,High
404,29,Other,South America,11.8,Online Multiplayer,FPS,Yes,Sometimes,Social Fun,CS:GO,820.0,7.5,Medium
405,31,Male,South America,13.8,Story Mode,Adventure,Yes,Always,Competition,FIFA,471.0,9.3,High
406,28,Male,Europe,7.2,Story Mode,RPG,Yes,Sometimes,Relaxation,FIFA,1015.0,8.0,High
407,34,Male,South America,19.7,Online Multiplayer,Adventure,No,Never,Social Fun,FIFA,1097.0,4.6,Low
408,19,Female,Europe,3.9,Both,Adventure,Yes,Sometimes,Competition,GTA V,1110.0,7.6,Medium
409,26,Male,Asia,2.6,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,CS:GO,330.0,8.0,High
410,30,Male,Europe,5.9,Both,Adventure,Yes,Always,Competition,The Witcher 3,953.0,8.8,High
411,30,Male,South America,13.4,Online Multiplayer,FPS,No,Never,Story,GTA V,1688.0,8.1,High
412,35,Male,Asia,11.8,Story Mode,RPG,Yes,Always,Competition,Valorant,1274.0,8.1,High
413,21,Male,North America,11.1,Online Multiplayer,FPS,Yes,Sometimes,Competition,Minecraft,947.0,6.5,Medium
414,18,Male,Europe,4.9,Both,Sports,Yes,Sometimes,Competition,FIFA,0.0,6.0,Medium
415,15,Male,Asia,18.1,Online Multiplayer,FPS,Yes,Always,Competition,CS:GO,775.0,7.5,Medium
416,19,Male,Europe,4.6,Online Multiplayer,RPG,Yes,Always,Social Fun,Minecraft,1723.0,6.6,Medium
417,24,Male,Asia,10.8,Online Multiplayer,Adventure,Yes,Always,Social Fun,GTA V,1559.0,8.7,High
418,19,Male,Asia,10.7,Online Multiplayer,RPG,Yes,Sometimes,Competition,Valorant,1131.0,8.7,High
419,18,Male,Europe,15.4,Online Multiplayer,FPS,No,Never,Competition,GTA V,540.0,7.7,Medium
420,16,Male,North America,5.3,Both,RPG,No,Sometimes,Competition,GTA V,926.0,2.7,Low
421,34,Female,Asia,11.1,Online Multiplayer,Adventure,No,Never,Social Fun,The Witcher 3,1287.0,8.0,High
422,24,Male,Asia,4.7,Both,Adventure,Yes,Always,Social Fun,Minecraft,1370.0,10.0,High
423,33,Male,Asia,3.0,Story Mode,RPG,No,Never,Social Fun,The Witcher 3,1056.0,8.6,High
424,15,Male,North America,9.6,Story Mode,RPG,Yes,Always,Story,GTA V,1328.0,9.1,High
425,19,Female,North America,16.1,Online Multiplayer,RPG,No,Sometimes,Competition,Valorant,871.0,8.0,High
426,27,Female,South America,9.8,Online Multiplayer,Adventure,Yes,Always,Social Fun,CS:GO,849.0,6.6,Medium
427,18,Male,Europe,8.6,Both,RPG,Yes,Always,Social Fun,CS:GO,671.0,8.6,High
428,30,Male,North America,7.0,Both,RPG,Yes,Sometimes,Story,Minecraft,1112.0,6.1,Medium
429,30,Female,Europe,11.5,Online Multiplayer,FPS,Yes,Never,Social Fun,FIFA,1400.0,7.3,Medium
430,16,Male,South America,13.5,Online Multiplayer,FPS,Yes,Sometimes,Relaxation,FIFA,1254.0,9.4,High
431,31,Male,Europe,12.1,Online Multiplayer,FPS,Yes,Always,Social Fun,CS:GO,291.0,7.2,Medium
432,34,Male,North America,1.0,Both,FPS,Yes,Always,Story,GTA V,318.0,6.5,Medium
433,26,Male,Europe,6.6,Online Multiplayer,RPG,Yes,Sometimes,Story,GTA V,1452.0,8.8,High
434,32,Female,North America,8.3,Online Multiplayer,Adventure,No,Sometimes,Competition,The Witcher 3,988.0,6.1,Medium
435,17,Female,Europe,4.8,Both,FPS,Yes,Always,Social Fun,Minecraft,1008.0,7.0,Medium
436,15,Male,North America,7.2,Online Multiplayer,Sports,Yes,Sometimes,Social Fun,The Witcher 3,997.0,9.5,High
437,15,Male,North America,13.9,Online Multiplayer,FPS,Yes,Sometimes,Competition,FIFA,1776.0,6.9,Medium
438,33,Other,Europe,6.2,Story Mode,MOBA,No,Never,Competition,CS:GO,677.0,10.0,High
439,25,Female,South America,10.0,Both,Adventure,Yes,Never,Social Fun,GTA V,1458.0,7.9,Medium
440,19,Male,Asia,14.6,Online Multiplayer,RPG,No,Never,Social Fun,CS:GO,1017.0,3.5,Low
441,26,Female,South America,10.2,Online Multiplayer,FPS,Yes,Always,Competition,Valorant,100.0,9.1,High
442,17,Other,Europe,11.1,Online Multiplayer,Adventure,No,Never,Competition,CS:GO,488.0,4.9,Low
443,15,Female,South America,4.1,Online Multiplayer,RPG,No,Never,Social Fun,Valorant,596.0,6.7,Medium
444,15,Male,North America,8.3,Story Mode,Sports,Yes,Always,Social Fun,The Witcher 3,1447.0,9.3,High
445,22,Male,Asia,6.9,Online Multiplayer,RPG,Yes,Always,Story,The Witcher 3,1514.0,9.0,High
446,24,Female,Europe,11.1,Online Multiplayer,Sports,Yes,Always,Competition,FIFA,1077.0,8.6,High
447,25,Male,Europe,9.4,Online Multiplayer,FPS,Yes,Always,Relaxation,CS:GO,639.0,9.9,High
448,26,Female,Europe,1.0,Story Mode,Adventure,No,Sometimes,Competition,CS:GO,445.0,5.6,Low
449,27,Male,Asia,4.0,Story Mode,Adventure,No,Sometimes,Social Fun,Valorant,1469.0,7.0,Medium
450,26,Male,North America,10.8,Both,Adventure,Yes,Always,Social Fun,The Witcher 3,258.0,8.2,High
451,28,Male,Europe,8.1,Online Multiplayer,FPS,Yes,Always,Social Fun,Valorant,848.0,7.8,Medium
452,16,Male,South America,6.4,Both,Adventure,Yes,Sometimes,Relaxation,The Witcher 3,2082.0,5.5,Low
453,33,Female,Europe,9.2,Both,RPG,Yes,Always,Relaxation,Valorant,640.0,6.6,Medium
454,32,Female,Europe,8.5,Online Multiplayer,Adventure,Yes,Always,Social Fun,The Witcher 3,264.0,6.5,Medium
455,17,Female,Europe,10.6,Online Multiplayer,FPS,Yes,Sometimes,Story,Valorant,17.0,7.0,Medium
456,31,Male,Europe,13.2,Online Multiplayer,MOBA,Yes,Always,Social Fun,The Witcher 3,2102.0,7.6,Medium
457,22,Male,North America,14.7,Online Multiplayer,FPS,Yes,Always,Story,Minecraft,1074.0,7.6,Medium
458,24,Male,South America,14.5,Online Multiplayer,MOBA,No,Never,Story,Valorant,465.0,6.4,Medium
459,16,Male,North America,4.4,Online Multiplayer,MOBA,Yes,Always,Social Fun,CS:GO,805.0,6.5,Medium
460,33,Male,South America,13.5,Online Multiplayer,MOBA,Yes,Never,Social Fun,FIFA,569.0,8.5,High
461,23,Male,Europe,9.3,Both,RPG,Yes,Always,Competition,Minecraft,0.0,8.1,High
462,21,Male,Asia,9.4,Online Multiplayer,RPG,No,Never,Relaxation,Minecraft,1294.0,8.2,High
463,18,Male,North America,10.5,Both,Sports,No,Never,Competition,Valorant,917.0,10.0,High
464,35,Other,Asia,6.4,Story Mode,FPS,Yes,Always,Story,FIFA,1252.0,8.2,High
465,32,Female,North America,1.1,Both,RPG,Yes,Always,Relaxation,CS:GO,903.0,7.6,Medium
466,27,Male,Europe,6.7,Story Mode,Adventure,No,Sometimes,Social Fun,Minecraft,966.0,6.1,Medium
467,25,Male,North America,18.6,Online Multiplayer,Adventure,Yes,Always,Social Fun,CS:GO,0.0,8.1,High
468,18,Female,Europe,4.0,Story Mode,FPS,No,Sometimes,Relaxation,The Witcher 3,1354.0,3.0,Low
469,35,Male,North America,12.3,Online Multiplayer,Adventure,No,Never,Social Fun,FIFA,356.0,7.5,Medium
470,18,Female,Europe,12.3,Online Multiplayer,MOBA,Yes,Sometimes,Relaxation,GTA V,484.0,5.7,Low
471,24,Female,Europe,5.6,Both,FPS,Yes,Always,Social Fun,The Witcher 3,636.0,7.5,Medium
472,19,Male,South America,11.1,Online Multiplayer,Sports,Yes,Sometimes,Social Fun,FIFA,0.0,8.0,High
473,23,Male,Europe,11.9,Online Multiplayer,FPS,No,Never,Social Fun,Valorant,609.0,7.8,Medium
474,17,Male,South America,4.0,Story Mode,RPG,No,Never,Relaxation,Valorant,574.0,8.0,High
475,31,Male,Europe,4.9,Both,FPS,Yes,Always,Social Fun,CS:GO,711.0,6.0,Medium
476,17,Male,Asia,6.6,Story Mode,FPS,Yes,Always,Relaxation,Minecraft,49.0,8.1,High
477,30,Female,Europe,8.8,Online Multiplayer,Sports,Yes,Sometimes,Competition,GTA V,1364.0,9.0,High
478,18,Male,Asia,9.1,Story Mode,RPG,No,Never,Relaxation,Valorant,1099.0,8.3,High
479,32,Male,Asia,15.5,Online Multiplayer,RPG,No,Never,Competition,FIFA,468.0,7.1,Medium
480,31,Female,Europe,10.5,Story Mode,FPS,No,Never,Social Fun,Minecraft,609.0,7.5,Medium
481,21,Female,Asia,2.5,Both,RPG,Yes,Sometimes,Relaxation,Minecraft,1319.0,7.9,Medium
482,19,Male,South America,6.1,Story Mode,RPG,Yes,Always,Social Fun,FIFA,771.0,8.2,High
483,26,Male,North America,9.8,Both,RPG,Yes,Sometimes,Competition,Minecraft,280.0,9.6,High
484,31,Male,Europe,18.5,Online Multiplayer,FPS,No,Sometimes,Social Fun,Valorant,858.0,8.9,High
485,27,Male,Asia,11.4,Story Mode,MOBA,No,Never,Relaxation,FIFA,356.0,10.0,High
486,17,Male,Europe,7.3,Both,RPG,Yes,Always,Story,FIFA,546.0,9.1,High
487,23,Male,South America,13.1,Online Multiplayer,RPG,No,Never,Competition,CS:GO,875.0,6.2,Medium
488,31,Female,Europe,2.3,Both,FPS,Yes,Never,Competition,GTA V,1428.0,7.0,Medium
489,31,Male,Europe,13.8,Online Multiplayer,MOBA,Yes,Always,Relaxation,CS:GO,1912.0,8.3,High
490,34,Female,Asia,5.6,Story Mode,RPG,No,Never,Social Fun,GTA V,1581.0,3.7,Low
491,30,Other,South America,7.1,Both,RPG,Yes,Always,Story,FIFA,864.0,7.5,Medium
492,27,Male,North America,6.9,Story Mode,FPS,No,Never,Social Fun,Minecraft,2029.0,6.1,Medium
493,33,Female,North America,7.3,Online Multiplayer,Sports,Yes,Always,Story,GTA V,1179.0,8.1,High
494,31,Male,Asia,4.6,Story Mode,FPS,No,Sometimes,Relaxation,FIFA,410.0,5.9,Low
495,18,Female,Europe,8.4,Story Mode,MOBA,No,Never,Relaxation,FIFA,947.0,5.8,Low
496,26,Male,Asia,6.9,Both,RPG,Yes,Never,Relaxation,CS:GO,572.0,9.0,High
497,23,Male,Asia,13.6,Online Multiplayer,FPS,Yes,Always,Competition,CS:GO,276.0,8.3,High
498,33,Male,Asia,12.1,Online Multiplayer,MOBA,No,Never,Competition,Minecraft,313.0,9.1,High
499,26,Female,Europe,4.5,Story Mode,FPS,No,Sometimes,Social Fun,The Witcher 3,826.0,7.7,Medium
500,23,Female,South America,17.4,Online Multiplayer,MOBA,Yes,Sometimes,Competition,Valorant,1277.0,9.4,High
501,21,Male,Asia,6.6,Story Mode,Sports,Yes,Always,Competition,The Witcher 3,1434.0,7.0,Medium
502,28,Female,Europe,9.3,Story Mode,MOBA,Yes,Sometimes,Story,The Witcher 3,278.0,6.1,Medium
503,34,Male,South America,6.3,Both,FPS,Yes,Always,Competition,Minecraft,748.0,6.7,Medium
